Item Item DOI,question_text
10.21019/qna-636240,A patient who is pregnant is being started on enoxaparin for treatment of a DVT. Which of the following monitoring goals is the most appropriate?
10.21019/qna-636241,Which of the following anticoagulants requires dose adjustment in patients with severe liver dysfunction?
10.21019/qna-636242,"In a patient with acute isolated heparin-induced thrombocytopenia without evidence of VTE, what is the minimum duration of therapy for a direct thrombin inhibitor (DTI)?"
10.21019/qna-636243,"In a patient with sepsis or septic shock, what is the recommended timeframe for starting antimicrobial therapy?"
10.21019/qna-636244,Which of the following vasoactive agents would increase blood pressure but not increase heart rate or cardiac output?
10.21019/qna-636246,"When treating symptomatic hypocalcemia, which of the following characteristics is an advantage of IV calcium gluconate over IV calcium chloride?"
10.21019/qna-636247,What is maximum infusion rate for IV magnesium sulfate when treating hypomagnesemia in the ICU?
10.21019/qna-636248,Why is sodium polystyrene sulfonate typically compounded with sorbitol?
10.21019/qna-636249,Which of the following monitoring goals is the most appropriate for argatroban?
10.21019/qna-636250,Which of the following conditions is a potential adverse event of heparin with long-term use?
10.21019/qna-636251,Which of the following administration rates is most appropriate for IV calcium gluconate when treating hyperkalemia?
10.21019/qna-636252,Which of the following is the most appropriate for DVT prophylaxis in a patient after a total hip replacement?
10.21019/qna-636253,"In a patient with severe sepsis or septic shock, how much fluid should be given to a patient during the initial resuscitation period?"
10.21019/qna-636254,Which of the following electrolyte disorders can be caused by cisplatin? (Select ALL that apply.)
10.21019/qna-636255,Which of the following is an indication for stress ulcer prophylaxis in the hospitalized patient?
10.21019/qna-636256,"According to the US Recommended Dietary Allowances (RDAs) for calcium, what is the recommended calcium intake (mg/d) for a 17-year-old male?"
10.21019/qna-636257,Which of the following characteristics contributes to obesity? (Select ALL that apply.)
10.21019/qna-636258,Patients with a major thermal injury require approximately 40 kcal/kg/d. This increase in energy expenditure is referred to as which of the following?
10.21019/qna-636259,"What is the recommended daily allowance (RDA), in g/kg/day, for protein in the United States?"
10.21019/qna-636260,Which of the following methods can be used to calculate a patient’s caloric goal for nutrition support?
10.21019/qna-636261,"A 50 kg patient with a history of multiple gastrointestinal surgeries is started on a regular diet 5 days after a small bowel resection. However, this morning, the patient had a severely distended abdomen and high-pitch bowel sounds concerning for an obstruction. Which of the following treatments represents the best nutrition intervention for this patient?"
10.21019/qna-636262,"A 50 kg patient with a history of multiple gastrointestinal surgeries is started on a regular diet 5 days after a small bowel resection. However, this morning, the patient had a severely distended abdomen and high-pitch bowel sounds concerning for an obstruction. How many calories will this patient require per day?"
10.21019/qna-636263,"What is the water requirement, in mL, for an 85 kg adult with no extrarenal losses? Averaged-sized adults without extrarenal losses require 35 mL/kg/d. (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-636264,"The Nutrition Support Team has been consulted to begin total parenteral nutrition (TPN) in a patient weighing 86 kg with an ileus 8 days after bowel resection. The TPN prescription is as follows: D17W amino acids 4.5%, lipids 3% (final concentrations) @ 120 mL/h. This is compounded using 20% lipid emulsions. How many grams of protein will this patient receive per day? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-636265,"The Nutrition Support Team has been consulted to begin total parenteral nutrition (TPN) in a patient weighing 86 kg with an ileus 8 days after bowel resection. The TPN prescription is as follows: D17W amino acids 4.5%, lipids 3% (final concentrations) @ 120 mL/h. This is compounded using 20% lipid emulsions. How many calories from dextrose will this patient receive per day? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-636266,"The Nutrition Support Team has been consulted to begin total parenteral nutrition (TPN) in a patient weighing 86 kg with an ileus 8 days after bowel resection. The TPN prescription is as follows: D17W amino acids 4.5%, lipids 3% (final concentration) @ 120 mL/h. How many calories from lipids will this patient receive per day? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-636267,"The Nutrition Support Team has been consulted to begin total parenteral nutrition (TPN) in a patient weighing 86 kg with an ileus 8 days after bowel resection. The TPN prescription is as follows :D17W amino acids 4.5%, lipids 3% (final concentrations) @ 120 mL/h. This is compounded using 20% lipid emulsions. Which of the following is this patient's infusion rate of dextrose in mg/kg/min?"
10.21019/qna-636268,"The Nutrition Support Team has been consulted to begin total parenteral nutrition (TPN) in a patient weighing 86 kg with an ileus 8 days after bowel resection. The TPN prescription is as follows: D17W amino acids 4.5%, lipids 3% (final concentrations) @ 120 mL/h. This is compounded using 20% lipid emulsions. How many total kilocalories is this patient receiving daily per kilogram? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-636269,"The Nutrition Support Team has been consulted to begin total parenteral nutrition (TPN) in a patient weighing 86 kg with an ileus 8 days after bowel resection. The TPN prescription is as follows: D17W amino acids 4.5%, lipids 3% (final concentrations) @ 120 mL/h. Which of the following is the daily nitrogen balance in this patient if there is a 24-hour urea nitrogen excretion of 14 g (assume 4 g for insensible losses)?"
10.21019/qna-636270,Which of the following statements is true regarding fat emulsions available in the United States?
10.21019/qna-636271,The FDA issued a 2004 warning about toxicity associated with which of the following additives in parenteral nutrition products?
10.21019/qna-636272,"Regarding stability and compatibility of parenteral nutrition formulations, which of the following statements are true? (Select ALL that apply.)"
10.21019/qna-636273,"R. B. is a 57.6 kg, 76-year-old patient who recently underwent a right upper lobectomy 2 days ago for lung cancer. He has a history of COPD, and it has been difficult for him to wean from the ventilator. Additional pertinent medical history includes type II DM and hypertension. Which of the following represents the best short-term nutrition intervention for this patient?"
